username,userid,profile_location,created_at,text,retweet_count,source,coordinates
SSG HOPICS,1668664178,"Los Angeles, CA",2023-01-20 20:03:18,"We are still in need of 300 volunteers for next week! Join us for the 2023 Greater Los Angeles Homeless Count, the… https://t.co/v09WqE8wL3",0,Loomly,
Stuart Falk,32540713,"Los Angeles, California",2023-01-20 19:59:45,AIDS Healthcare vowed to do homeless housing better. Tenants say it’s a ‘slumlord’ https://t.co/IaBTbKn3rG,1,Twitter Web App,
billypollina,17029068,"Los Angeles, CA",2023-01-20 19:55:10,@ManMaker5 @beardtough @Kenneth57014460 @choeshow The term homeless is more common and used by government agencies.… https://t.co/tF4MTvhmn8,0,Twitter for iPhone,
billypollina,17029068,"Los Angeles, CA",2023-01-20 19:54:10,@ManMaker5 @beardtough @Kenneth57014460 @choeshow People hurting financially. I think u &amp; I can agree on that. It t… https://t.co/Xiz2Fs5UyX,0,Twitter for iPhone,
Lana Negrete is a crook 𓊍,386535235,"Santa Monica, CA",2023-01-20 19:53:55,@cafedujord I've also seen apartment buildings opposed on the grounds that they will somehow increase the homeless… https://t.co/wggtHT7WfT,0,Twitter Web App,
Stuart Falk,32540713,"Los Angeles, California",2023-01-20 19:52:40,Shameful: Elderly and disabled tenants at one of The AIDS Healthcare Foundation @AIDSHealthcare  buildings complain… https://t.co/xv2Z0l15Vo,0,Twitter Web App,
DRB,61799309,Los Angeles,2023-01-20 19:44:57,@GavinNewsom - So this is how you and the progressive left handle the homeless crisis by punishing residents who ar… https://t.co/s13t3ZPVbJ,0,Twitter Web App,
🐈‍⬛ Thomas Karatis🐈‍⬛,1595781041842573315,"East Los Angeles, CA",2023-01-20 19:44:49,"Murders of LA Homeless People on the Rise...
 on one hand 🤔 
...but on the other hand 🤔
https://t.co/ucWHBCJYZA",0,Twitter for Android,
San Gabriel Valley Council of Governments (SGVCOG),448984155,"Monrovia, CA",2023-01-20 19:43:14,We are so thankful to @SenSusanRubio for her dedication to ending homelessness in the San Gabriel Valley. She is a… https://t.co/kfqU0te7DL,2,Hootsuite Inc.,
Enrich Arcadia,879774493136125952,"Arcadia, CA",2023-01-20 19:43:05,@Davey64 Hi David. The City of Arcadia is dedicated to combating homelessness and assisting our unhoused neighbors.… https://t.co/JNGkwLJ9UU,0,Twitter Web App,
Bob Blumenfield,17108221,San Fernando Valley,2023-01-20 19:40:22,"The 2023 Homeless Count for the SFV is happening this Tuesday, Jan 24. An accurate Count will help make sure the We… https://t.co/myETNPliK7",2,Twitter Web App,
Housing Is A Human Right™,921031172712423424,"Los Angeles, California",2023-01-20 19:34:25,"In just four years, @AIDSHealthcare, our parent organization, has built more than 1,400 units of low-income and hom… https://t.co/spJWdEKt6z",17,Twitter Web App,
Lex Jurgen,944423886854144000,"Los Angeles, CA",2023-01-20 19:31:30,@Elex_Michaelson @MayorOfLA @POTUS @JoeBiden @KarenBassLA California has 3/4 of the entire nation's homeless. L.A.… https://t.co/cGmKXtN6ip,2,Twitter Web App,
KCRW,9636632,"Los Angeles, CA",2023-01-20 19:30:06,"Hollywood diversity backslides in 2022 after some progress
@Inclusionists 
https://t.co/FUZ38d8A2c",1,Sprout Social,
Michael Reagan,93241358,"Los Angeles, California",2023-01-20 19:28:49,FYI:Most of the Homeless in Los Angeles are not from Calif..They move here for the perks &amp; weather..,9,Twitter for iPhone,
K. Sales,562489930,Burbank CA ,2023-01-20 19:25:57,"@MsJessicaGamble @jenniferRsmart Says Manhattan beach or Palisades is cool, but only those two spots. Mar Vista is… https://t.co/sKnFHX8Edl",0,Twitter for Android,
🐻Jer Bear🚫💉,1211691690907451394,"Los Angeles, CA",2023-01-20 19:22:07,@bluntlicious @mhdksafa No give them jobs so they don't become homeless,0,Twitter for Android,
Kathleen Crowley,1176237440362672128,"Los Angeles, CA",2023-01-20 19:21:13,A powerful nonprofit owns apartments for poor tenants. Why are some tenants trapped in their rooms? - Los Angeles T… https://t.co/zR7NuzSocy,1,Twitter for iPhone,
Liam Dillon,32186559,"Los Angeles, CA",2023-01-20 19:20:36,"The judge considered this skeptically, at one point asking the foundation attorney if he was asking her to order th… https://t.co/VZ2fY8z55S",5,TweetDeck,
Stella Patchouli,1434378252101959682,"Los Angeles, CA",2023-01-20 19:17:10,Killing the human spirit in US is same as Ukraine's war crimes +equivalent to the Bolsheviks and Mao's actions agai… https://t.co/mGKLAlckgk,0,Twitter for Android,
Wendy Carrillo,941375720458149888,"Los Angeles, CA",2023-01-20 19:16:24,"Pledging your time as a volunteer for the 2023 Greater LA Homeless Count is an impactful, meaningful way to make a… https://t.co/qBZGx4wFr5",1,Twitter Web App,
B.S. McLean,880935941992439808,"Los Angeles, CA",2023-01-20 19:15:56,"Yes! Think of how much money we'll save without the IRS.  We cold pay down our debt, help our homeless vets. https://t.co/ORZ2akEX1B",0,Twitter Web App,
unkown2296,1079806002969534464,"Los Angeles, CA",2023-01-20 19:14:39,@solarbreeze69 @UAPx2 The company has done their part in the situation. If you genuinely cared about these areas yo… https://t.co/kZfWmFO8FX,0,Twitter for iPhone,
David Barboza,391031153,"Whittier, California",2023-01-20 19:13:55,"This is obviously bad, but part of me is wondering if San Francisco does encampment sweeps like LA does, so the sam… https://t.co/o95jls3PM7",0,Twitter Web App,
Liam Dillon,32186559,"Los Angeles, CA",2023-01-20 19:13:48,I was just in court for a hearing in a lawsuit against the AIDS Healthcare Foundation over elevator problems at a b… https://t.co/PbTl6YOuAz,21,TweetDeck,
PasadenaMedia,55035320,"Pasadena, CA",2023-01-20 19:10:25,Weekly Update: Homeless Count Safety Guidelines - https://t.co/DNNcy2ZRkR,0,Mailchimp,
City of Pasadena,111120497,"Pasadena, CA",2023-01-20 19:04:21,"[1/2] Kasha was unhoused on and off for 12 years. With help from the Pasadena Outreach Response Team (PORT), Pasade… https://t.co/kuxs6vRVsa",2,Twitter Web App,
ꜱᴇᴀɴ ᴛʜ̷ɪʙᴏᴅᴇᴀᴜ,274850099,"Los Angeles, CA",2023-01-20 19:03:52,There are more billionaires and multi-millionaires in California than there are in any other state. It's no surpris… https://t.co/Ijl7j2r9yQ,2,Twitter Web App,
billypollina,17029068,"Los Angeles, CA",2023-01-20 18:56:39,@beardtough @hector_9595 @ManMaker5 @choeshow I honestly don’t know what you’re arguing. I don’t care if you use th… https://t.co/GWGhpAcNo5,0,Twitter for iPhone,
Mark Horvath,14595574,Los Angeles,2023-01-20 18:51:44,"Now that LAPD and LA Sanitation left, all the homeless people are moving back. This is insane! IF YOU DON’T WANT TO… https://t.co/2ErZIrVHAu",6,Twitter for iPhone,
Curtis Fairclough,66584464,"Santa Monica, CA",2023-01-20 18:49:03,"@tedlieu @4Doors4Whorez No. This is a republic. You represent (""work"") for a small sliver of the American people (s… https://t.co/x3d3y1a8ld",0,Twitter Web App,
City of Downey - Government,137898380,"Downey, CA",2023-01-20 18:47:12,"The City of Downey’s Homeless Count is taking place on Wednesday, January 25, 2023. To register to volunteer, pleas… https://t.co/4zmv6H1FWB",0,Twitter Web App,
City of Downey - Government,137898380,"Downey, CA",2023-01-20 18:46:50,Volunteers needed for next Wednesday! The Greater Los Angeles Homeless Count is the annual census that counts our n… https://t.co/Qf4o31dtE3,0,Twitter Web App,
discoverdowney,3411219858,"Downey, CA",2023-01-20 18:45:38,"The City of Downey’s Homeless Count is taking place on Wednesday, January 25, 2023. To register to volunteer, pleas… https://t.co/1C6k8jVZkA",0,Twitter Web App,
Nick Wyville,959137671061950464,"Los Angeles, CA",2023-01-20 18:43:38,"""In its more than five years running the Madison, elevator outages have led residents, many of whom are elderly and… https://t.co/e2Dy0uYafC",1,Twitter Web App,
billypollina,17029068,"Los Angeles, CA",2023-01-20 18:42:34,@hector_9595 @beardtough @ManMaker5 @choeshow You say it’s “mostly the lack of mental health &amp; drug addiction help.… https://t.co/51NB7osC1f,0,Twitter for iPhone,
Jane Wishon she/they,27046093,Los Angeles,2023-01-20 18:41:43,A powerful nonprofit (@AIDSHealthcare) owns apartments for poor tenants. Why are some tenants trapped in their room… https://t.co/HKq7JxUGXA,0,Twitter Web App,
discoverdowney,3411219858,"Downey, CA",2023-01-20 18:40:36,Volunteers needed for next Wednesday! The Greater Los Angeles Homeless Count is the annual census that counts our n… https://t.co/kf9OStAC96,0,Twitter Web App,
Old Town Escrow,1289218171,"Pasadena, Ca.",2023-01-20 18:37:33,A powerful nonprofit owns apartments for poor tenants. Why are some tenants trapped in their rooms? https://t.co/A2mxsvU7zc,0,dlvr.it,
billypollina,17029068,"Los Angeles, CA",2023-01-20 18:36:07,@beardtough @Kenneth57014460 @ManMaker5 @choeshow You want to lock up homeless veterans? For what? Being homeless?… https://t.co/vWewVXmBRi,0,Twitter for iPhone,
Jane Shay Wald,785913680835653632,"Los Angeles, CA",2023-01-20 18:34:46,Man arrested after soaking homeless woman with hose - ABC News https://t.co/Uew6iMh9tD,2,Twitter for iPhone,
Andrew,1106250129432961025,Los Angeles,2023-01-20 18:34:36,"@AIDSHealthcare has $200M in cash but won't spend $375K to fix an elevator. Such naked greed. Pay up!
https://t.co/m4005YoFRf",0,Twitter Web App,
Truth,1390560993718071299,LA,2023-01-20 18:31:06,"@EndWokeness A designated homeless section isn't a bad idea, the rich people going their with their fancy wear is a… https://t.co/zHgKtvRfig",0,Twitter Web App,
I'm the moose out front,257359331,Los Angeles,2023-01-20 18:30:42,@PorkCho70916880 @Bob_Sarr @JeffOnTheRight I work with the same. Wouldn't lift a finger to help the f*cking tent ci… https://t.co/aZAK436jCx,1,Twitter Web App,
Mark Horvath,14595574,Los Angeles,2023-01-20 18:28:23,Just met a homeless man living in a tent that works as a housing case manager. Think about that one!,47,Twitter for iPhone,
David Sanford,27013036,"Arcadia , ca",2023-01-20 18:09:39,"@EnrichArcadia I see the city of Los Angeles has been really working on their homeless issue , What is the city of… https://t.co/KmuKPPbJx4",0,Twitter for Android,
Los Angeles Christian Health Centers (LACHC),574764870,"Skid Row, Los Angeles",2023-01-20 18:08:34,An estimated five unhoused loved ones lose their lives daily on the streets of Los Angeles. Please take a moment to… https://t.co/uSpbLmtlfn,0,Hootsuite Inc.,
Mark Horvath,14595574,Los Angeles,2023-01-20 18:07:39,They drove a block away. Still sitting in their car. There is NO reason for them to be here. ALL homeless people ha… https://t.co/MKekTylPau,2,Twitter for iPhone,
Hiptoro,1083935827816640512,"Walnut, CA.",2023-01-20 18:05:13,Man Who Hosed a Homeless Woman Could Face Prison Sentence https://t.co/8yqjfT2tod,0,IFTTT,
ANDREW PETTKE,121142693,"Santa Monica, CA",2023-01-20 18:04:29,@GOP So many homeless children exist in the United States. :/,0,Twitter for iPhone,
Ivan 🏴‍☠️,630568704,"Los Angeles, CA",2023-01-20 18:04:12,"@HelpingChads I believe that feeding the homeless is protected by the 1st Amendment 

https://t.co/ohHdNnaMRN.",0,Twitter for Android,
Enrich Arcadia,879774493136125952,"Arcadia, CA",2023-01-20 18:03:46,The Greater LA Homeless Count is the annual census that counts individuals experiencing unsheltered homelessness. T… https://t.co/P4fuE55hXV,1,Hootsuite Inc.,
ANDREW PETTKE,121142693,"Santa Monica, CA",2023-01-20 18:03:26,@SpeakerMcCarthy @SpeakerMcCarthy represents California — the 3rd highest ranking state in HOMELESS CHILDREN. That’… https://t.co/1ioE6laxhI,0,Twitter for iPhone,
LA County Development Authority,978735327593443328,"Alhambra, CA",2023-01-20 18:00:33,The Veteran Affairs Greater Los Angeles Healthcare System (VAGLAHS) has launched the Same-Day Access initiative in… https://t.co/FrFi3OnHRw,0,Constant Contact - Social Posts,
LA County Development Authority,978735327593443328,"Alhambra, CA",2023-01-20 18:00:27,#FBF Meet Ariana! She is 20 years old and has a 1-year old daughter named Mi’are. She was homeless before obtaining… https://t.co/es6etj3HSY,0,Constant Contact - Social Posts,
Mark Horvath,14595574,Los Angeles,2023-01-20 17:58:56,"A neighbor just told me that as soon as sanitation leaves, all the homeless people will come back. This happens eve… https://t.co/qw8Gs0iFRE",3,Twitter for iPhone,
Chelsea Monet,1271216156402040832,"Los Angeles, CA",2023-01-20 17:53:09,"UNFOLLOW…. Senior citizens x and homeless vets , vets LIVING WITH PTSD should get off their lazy ass? 

Both my par… https://t.co/tuSLxzHGRc",0,Twitter for iPhone,
Jericho Road Pasadena,405093752,"Pasadena, CA",2023-01-20 17:45:04,Happy Lunar New Year https://t.co/ujariGykuq,0,dlvr.it,
The Midnight Mission,264490826,"Los Angeles, CA",2023-01-20 17:43:41,"Happy Birthday, Norm!!  
You are a wonderful friend to TMM. We appreciate you sponsoring our events, introducing pe… https://t.co/mVvTWx5er8",0,Twitter for Android,
IYONIQ_L.A._Girl 😷on n🤐it,1206728370622320640,"Los Angeles, CA",2023-01-20 17:41:29,"Santos in drags.
#GeorgeSantosDragQueen 
Hey boy @Santos4Congress is that you???
Did you give back the $3,000 you s… https://t.co/aLBNeIYp49",0,Twitter for Android,
Stan Oklobdzija,242240781,"Los Angeles, CA",2023-01-20 17:41:19,Seems bad that a 501c3 who makes $2B annually charging Medicare/aid full price for drugs it gets at huge discounts… https://t.co/LC7sJDSX2C,1,Twitter Web App,
Lulu Walcott 🦂 Medicare For All & GND 🌎,621335481,"Los Angeles, CA",2023-01-20 17:39:08,#SanFrancisco #Homeless #Homelessness —&gt; Gallery owner who hosed homeless woman in San Francisco arrested https://t.co/MMDQLs7A3k,0,Twitter for iPhone,
Tom (T.J.) Wait,22798974,"Los Angeles, CA",2023-01-20 17:23:56,The homeless crisis in LA and across CA is incredibly complex… new housing likely won’t come in the form of a tidal… https://t.co/JI62i7Bemm,0,Twitter for iPhone,
(((David Gershwin))) @dgershwin@newsie.social,16730860,"Los Angeles, CA",2023-01-20 17:18:43,A powerful nonprofit owns apartments for poor tenants. Why are some tenants trapped in their rooms? https://t.co/prKDa2Hq5d,0,Twitter Web App,
Zay,241203725,"Los Angeles, CA",2023-01-20 17:17:10,Not me having a whole convo about football w/ what appeared to be a homeless man in 7 eleven. I’m doing too much already lol,0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 17:17:02,"It reopened but soon failed again, remaining broken for the better part of a year. Large-scale repairs started only… https://t.co/a0RZI8zelt",2,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 17:17:02,"In 2018, after a blind tenant fell more than 12 feet down the open shaft, the elevator was out of service for seven… https://t.co/TyQjZFNSX0",1,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 17:17:01,"In its more than five years running the Madison, elevator outages have led residents, many of whom are elderly and… https://t.co/DuH0ckWORj",1,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 17:17:01,The building’s owner is one of the nation’s most prominent crusaders against bad landlords: the AIDS Healthcare Fou… https://t.co/iyNoHZYcvW,7,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 17:17:01,The nearly weeklong failure in December was the third time in just over a month that the Madison’s elevator was out… https://t.co/PwEBZSFCWM,1,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 17:17:00,"Gaunt and short of breath from lung disease, Dever hunched on the edge of the bed, his mood darkening by the day.… https://t.co/lULMzSscLF",3,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 17:16:59,"For six days Richard Dever sat in his tiny fifth-floor apartment on skid row, desperate for some fresh air. 

But t… https://t.co/IsD0AixVfS",11,Twitter Web App,
The Homeless Times,1153413011651977217,"Los Angeles, California USA",2023-01-20 17:14:17,"Have you hugged a homeless person today?
#homeless #la",0,IFTTT,
Chargeray,2605517540,"Los Angeles, CA",2023-01-20 17:11:19,@2Wild2Crazy Never seen a knockout turn someone LA homeless https://t.co/DKlYjrDemD,1,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-20 17:11:07,"Samuel is educated, intelligent and he has skills, but because Samuel has a hard time stabilizing his emotions, it'… https://t.co/anRpxgjUKS",2,Agorapulse app,
PrincessLeah1,17823923,Los Angeles,2023-01-20 17:08:37,@MayorOfLA You are asking for millions more dollars to hand over to useless bureaucrats. When citizens of the city… https://t.co/uR6JYZ1bTL,0,TweetDeck,
Oscar J LLamas,1376924286,"South Whittier, CA",2023-01-20 17:03:41,@MovieFanMan75 @AntonioSabatoJr I don’t bet but I really doubt I’m wrong 🤷‍♂️ common sense is that if a state welco… https://t.co/Vjk50trAKR,0,Twitter for iPhone,
Hollywood United Methodist Church,81185576,"Hollywood, Los Angeles",2023-01-20 17:01:58,"The 2023 Greater Los Angeles Homeless Count will occur on January 24-26. If you would like to volunteer,  please fo… https://t.co/JKhpKgsHqj",0,Hootsuite Inc.,
